Fiscal.Year,Program,Department,Amount,prev.year.amount,percent.change
2010,Rec & Park Administration,Recreation and Park Commission,42527132,NA,NA
2017,Recreation,Recreation and Park Commission,35517810,34823732,0.0199311779679444
2016,Recreation,Recreation and Park Commission,34823732,35738104,-0.0255853528211793
2015,Recreation,Recreation and Park Commission,35738104,29161059,0.225542049073046
2014,Recreation,Recreation and Park Commission,29161059,24989643,0.166925794017946
2013,Recreation,Recreation and Park Commission,24989643,25871913,-0.034101459756764
2012,Recreation,Recreation and Park Commission,25871913,13140839,0.968817440043212
2011,Recreation,Recreation and Park Commission,13140839,NA,NA
2017,Structural Maintenance,Recreation and Park Commission,17545850,17186860,0.0208874686824702
2016,Structural Maintenance,Recreation and Park Commission,17186860,15324899,0.121499071543636
2015,Structural Maintenance,Recreation and Park Commission,15324899,14618255,0.0483398326270817
2014,Structural Maintenance,Recreation and Park Commission,14618255,13860366,0.0546803020930328
2013,Structural Maintenance,Recreation and Park Commission,13860366,13231875,0.0474982570497378
2012,Structural Maintenance,Recreation and Park Commission,13231875,12677737,0.0437095358580163
2011,Structural Maintenance,Recreation and Park Commission,12677737,13816547,-0.0824236330539027
2010,Structural Maintenance,Recreation and Park Commission,13816547,NA,NA
2010,Turf Management,Recreation and Park Commission,1111634,NA,NA
2010,Zoo Operations,Recreation and Park Commission,234580,NA,NA
2017,Rent Board,Rent Arbitration Board,14059054,13884818,0.0125486700653908
2016,Rent Board,Rent Arbitration Board,13884818,13062324,0.0629668962429656
2015,Rent Board,Rent Arbitration Board,13062324,12275588,0.0640894757953753
2014,Rent Board,Rent Arbitration Board,12275588,11810756,0.0393566677696161
2013,Rent Board,Rent Arbitration Board,11810756,11718704,0.0078551348340226
2012,Rent Board,Rent Arbitration Board,11718704,10850588,0.0800063554159461
2011,Rent Board,Rent Arbitration Board,10850588,10663366,0.0175574954474975
2010,Rent Board,Rent Arbitration Board,10663366,NA,NA
2017,Administration,Retirement System,2015200,1989425,0.0129560048757807
2016,Administration,Retirement System,1989425,1985732,0.00185976758192948
2015,Administration,Retirement System,1985732,1590839,0.248229393420704
2014,Administration,Retirement System,1590839,1513005,0.0514433197510914
2013,Administration,Retirement System,1513005,1413471,0.0704181408744856
2012,Administration,Retirement System,1413471,2453499,-0.423895832034168
2011,Administration,Retirement System,2453499,2392596,0.0254547779900995
2010,Administration,Retirement System,2392596,NA,NA
2017,Employee Deferred Comp Plan,Retirement System,2297714,2264942,0.0144692446870604
2016,Employee Deferred Comp Plan,Retirement System,2264942,2409760,-0.0600964411393666
2015,Employee Deferred Comp Plan,Retirement System,2409760,2260026,0.066253220095698
2014,Employee Deferred Comp Plan,Retirement System,2260026,1829986,0.234996333305282
2013,Employee Deferred Comp Plan,Retirement System,1829986,1527108,0.198334367968736
2012,Employee Deferred Comp Plan,Retirement System,1527108,1160622,0.315766890512156
2011,Employee Deferred Comp Plan,Retirement System,1160622,1130284,0.0268410417204879
2010,Employee Deferred Comp Plan,Retirement System,1130284,NA,NA
2014,General Fund,Retirement System,-27000,-43818,-0.383814870601123
2013,General Fund,Retirement System,-43818,NA,NA
2017,Investment,Retirement System,31463972,30684265,0.0254106461406196
2016,Investment,Retirement System,30684265,30590934,0.00305093659448254
2015,Investment,Retirement System,30590934,24451471,0.251087674847865
2014,Investment,Retirement System,24451471,22695091,0.0773903043614145
2013,Investment,Retirement System,22695091,21133327,0.0739005268787068
2012,Investment,Retirement System,21133327,21875516,-0.03392783969073
2011,Investment,Retirement System,21875516,20981968,0.0425864723461593
2010,Investment,Retirement System,20981968,NA,NA
2017,Retirement Services,Retirement System,18710182,18318792,0.0213654917857029
2016,Retirement Services,Retirement System,18318792,19973646,-0.0828518739142568
2015,Retirement Services,Retirement System,19973646,16457162,0.213674994509989
2014,Retirement Services,Retirement System,16457162,15120390,0.0884085661811633
2013,Retirement Services,Retirement System,15120390,14292840,0.0578996196697087
2012,Retirement Services,Retirement System,14292840,13903627,0.0279936307267161
2011,Retirement Services,Retirement System,13903627,12954184,0.0732923818281414
2010,Retirement Services,Retirement System,12954184,NA,NA
2016,Capital Asset Planning,Sheriff,5000000,NA,NA
2017,Court Security And Process,Sheriff,28789432,27603606,0.0429590974454569
2016,Court Security And Process,Sheriff,27603606,25115948,0.0990469481781058
2015,Court Security And Process,Sheriff,25115948,23683845,0.0604675043262612
2014,Court Security And Process,Sheriff,23683845,2546366,8.30103724287867
2013,Court Security And Process,Sheriff,2546366,2522579,0.00942963530577239
2012,Court Security And Process,Sheriff,2522579,2328959,0.0831358559768549
2011,Court Security And Process,Sheriff,2328959,1862341,0.250554543985231
2010,Court Security And Process,Sheriff,1862341,NA,NA
2017,Custody,Sheriff,122436716,116208882,0.0535917211560473
2016,Custody,Sheriff,116208882,112019404,0.0373995740952166
2015,Custody,Sheriff,112019404,111157718,0.00775192236314171
2014,Custody,Sheriff,111157718,105795206,0.050687665374932
2013,Custody,Sheriff,105795206,99682613,0.061320553465026
2012,Custody,Sheriff,99682613,85086619,0.171542766319108
2011,Custody,Sheriff,85086619,97390151,-0.126332405008798
2010,Custody,Sheriff,97390151,NA,NA
2017,Facilities & Equipment,Sheriff,14624299,13982722,0.0458835554336273
2016,Facilities & Equipment,Sheriff,13982722,13031625,0.0729837606591657
2015,Facilities & Equipment,Sheriff,13031625,14274915,-0.0870961403272804
2014,Facilities & Equipment,Sheriff,14274915,13658644,0.0451194862388975
2013,Facilities & Equipment,Sheriff,13658644,15689824,-0.1294584311462
2012,Facilities & Equipment,Sheriff,15689824,16399924,-0.0432989811416199
2011,Facilities & Equipment,Sheriff,16399924,9178459,0.786784034226225
2010,Facilities & Equipment,Sheriff,9178459,NA,NA
2017,General Fund,Sheriff,164338105,156614754,0.049314325775463
2016,General Fund,Sheriff,156614754,150444115,0.0410161540715634
2015,General Fund,Sheriff,150444115,139447335,0.0788597358278665
2014,General Fund,Sheriff,139447335,137142147,0.0168087495378062
2013,General Fund,Sheriff,137142147,148620253,-0.0772311025469725
2012,General Fund,Sheriff,148620253,132447481,0.122107056154583
2011,General Fund,Sheriff,132447481,141668522,-0.0650888487422774
2010,General Fund,Sheriff,141668522,NA,NA
2017,Security Services,Sheriff,4672799,4460408,0.0476169444588926
2016,Security Services,Sheriff,4460408,4503715,-0.00961583936816606
2015,Security Services,Sheriff,4503715,3530032,0.275828377759748
2014,Security Services,Sheriff,3530032,3830521,-0.078445986851397
2013,Security Services,Sheriff,3830521,3784617,0.0121291005140018
2012,Security Services,Sheriff,3784617,3765167,0.00516577352345859
2011,Security Services,Sheriff,3765167,3676637,0.0240790700849717
2010,Security Services,Sheriff,3676637,NA,NA
2017,Sheriff Administration,Sheriff,17978573,17179161,0.0465338208309474
2016,Sheriff Administration,Sheriff,17179161,14776281,0.162617373072426
2015,Sheriff Administration,Sheriff,14776281,14419477,0.0247445867835567
2014,Sheriff Administration,Sheriff,14419477,9466113,0.523273280173182
2013,Sheriff Administration,Sheriff,9466113,8593512,0.101541837609583
2012,Sheriff Administration,Sheriff,8593512,8360779,0.0278362817627401
2011,Sheriff Administration,Sheriff,8360779,9020249,-0.0731099551686434
2010,Sheriff Administration,Sheriff,9020249,NA,NA
2017,Sheriff Field Services,Sheriff,12856463,12493108,0.02908443599463
2016,Sheriff Field Services,Sheriff,12493108,11192801,0.116173511885005
2015,Sheriff Field Services,Sheriff,11192801,9496657,0.178604323605665
2014,Sheriff Field Services,Sheriff,9496657,8425447,0.127139841957347
2013,Sheriff Field Services,Sheriff,8425447,8563425,-0.016112478360002
2012,Sheriff Field Services,Sheriff,8563425,8629952,-0.00770884936555846
2011,Sheriff Field Services,Sheriff,8629952,8950057,-0.0357656940061946
2010,Sheriff Field Services,Sheriff,8950057,NA,NA
2017,Sheriff Programs,Sheriff,17760091,17473981,0.0163734869575513
2016,Sheriff Programs,Sheriff,17473981,13950084,0.252607582864734
2015,Sheriff Programs,Sheriff,13950084,12729267,0.0959063078808858
2014,Sheriff Programs,Sheriff,12729267,13648937,-0.0673803388498313
2013,Sheriff Programs,Sheriff,13648937,15275705,-0.10649380830541
2012,Sheriff Programs,Sheriff,15275705,15237103,0.00253342121530582
2011,Sheriff Programs,Sheriff,15237103,16162873,-0.0572775644528049
2010,Sheriff Programs,Sheriff,16162873,NA,NA
2017,Sheriff Recruitment & Training,Sheriff,7393802,7317082,0.0104850540147015
2016,Sheriff Recruitment & Training,Sheriff,7317082,7886619,-0.0722156097562213
2015,Sheriff Recruitment & Training,Sheriff,7886619,4099636,0.923736400012099
2014,Sheriff Recruitment & Training,Sheriff,4099636,6628605,-0.381523563404366
2013,Sheriff Recruitment & Training,Sheriff,6628605,3971458,0.669060833577996
2012,Sheriff Recruitment & Training,Sheriff,3971458,3723162,0.0666895504412647
2011,Sheriff Recruitment & Training,Sheriff,3723162,6864451,-0.457616931055375
2010,Sheriff Recruitment & Training,Sheriff,6864451,NA,NA
2017,Court House Construction,Superior Court,5279730,5327396,-0.0089473356213805
2016,Court House Construction,Superior Court,5327396,5636792,-0.0548886671709724
2015,Court House Construction,Superior Court,5636792,9231790,-0.389415053851962
2014,Court House Construction,Superior Court,9231790,9147748,0.00918717918333561
2013,Court House Construction,Superior Court,9147748,9151148,-0.00037153808462064
2012,Court House Construction,Superior Court,9151148,9143548,0.000831187193417697
2011,Court House Construction,Superior Court,9143548,9027716,0.0128307093399925
2010,Court House Construction,Superior Court,9027716,NA,NA
2017,Dispute Resolution Program,Superior Court,560000,560000,0
2016,Dispute Resolution Program,Superior Court,560000,560000,0
2015,Dispute Resolution Program,Superior Court,560000,560000,0
2014,Dispute Resolution Program,Superior Court,560000,560000,0
2013,Dispute Resolution Program,Superior Court,560000,586350,-0.0449390295898354
2012,Dispute Resolution Program,Superior Court,586350,586350,0
2011,Dispute Resolution Program,Superior Court,586350,560000,0.0470535714285714
2010,Dispute Resolution Program,Superior Court,560000,NA,NA
2010,District Attorney Child Support Services,Superior Court,-536,NA,NA
2017,General Fund,Superior Court,31232757,31714919,-0.0152030027256258
2016,General Fund,Superior Court,31714919,31960320,-0.00767830234490769
2015,General Fund,Superior Court,31960320,32427220,-0.0143983973957681
2014,General Fund,Superior Court,32427220,32847567,-0.0127968990823582
2013,General Fund,Superior Court,32847567,32847031,0.0000163180653983613
2012,General Fund,Superior Court,32847031,32438873,0.0125823730066085
2011,General Fund,Superior Court,32438873,30187967,0.0745630204246613
2010,General Fund,Superior Court,30187967,NA,NA
2017,Indigent Defense/Grand Jury,Superior Court,8075460,8557622,-0.0563429887414985
2016,Indigent Defense/Grand Jury,Superior Court,8557622,8803023,-0.0278769009236941
2015,Indigent Defense/Grand Jury,Superior Court,8803023,9303023,-0.0537459705302244
2014,Indigent Defense/Grand Jury,Superior Court,9303023,9873370,-0.0577661933058317
2013,Indigent Defense/Grand Jury,Superior Court,9873370,9873370,0
2012,Indigent Defense/Grand Jury,Superior Court,9873370,9590212,0.0295257289411329
2011,Indigent Defense/Grand Jury,Superior Court,9590212,7462806,0.28506784177426
2010,Indigent Defense/Grand Jury,Superior Court,7462806,NA,NA
2017,No Program Defined,Superior Court,81000,81000,0
2016,No Program Defined,Superior Court,81000,81000,0
2015,No Program Defined,Superior Court,81000,81000,0
2014,No Program Defined,Superior Court,81000,81000,0
2013,No Program Defined,Superior Court,81000,81000,0
2012,No Program Defined,Superior Court,81000,81000,0
2011,No Program Defined,Superior Court,81000,196000,-0.586734693877551
2010,No Program Defined,Superior Court,196000,NA,NA
2017,Superior Court,Superior Court,265000,212000,0.25
2016,Superior Court,Superior Court,212000,NA,NA
2017,Trial Court Services,Superior Court,202645043,202645043,0
2016,Trial Court Services,Superior Court,202645043,202645043,0
2015,Trial Court Services,Superior Court,202645043,200050163,0.012971146641855
2014,Trial Court Services,Superior Court,200050163,197683299,0.0119730094144169
2013,Trial Court Services,Superior Court,197683299,196839711,0.00428565961469025
2012,Trial Court Services,Superior Court,196839711,191561177,0.0275553433251248
2011,Trial Court Services,Superior Court,191561177,187016491,0.0243009906543482
2010,Trial Court Services,Superior Court,187016491,NA,NA
2017,Business Tax Fund,Treasurer/Tax Collector,6917097,6882885,0.00497059009412477
2016,Business Tax Fund,Treasurer/Tax Collector,6882885,6947222,-0.00926082396675966
2015,Business Tax Fund,Treasurer/Tax Collector,6947222,5845560,0.188461327913835
2014,Business Tax Fund,Treasurer/Tax Collector,5845560,7241870,-0.192810696684696
2013,Business Tax Fund,Treasurer/Tax Collector,7241870,7513779,-0.0361880486503529
2012,Business Tax Fund,Treasurer/Tax Collector,7513779,6233198,0.205445262608375
2011,Business Tax Fund,Treasurer/Tax Collector,6233198,5503874,0.132511027687044
2010,Business Tax Fund,Treasurer/Tax Collector,5503874,NA,NA
2017,Children's Baseline,Treasurer/Tax Collector,651467,645313,0.0095364575020184
2016,Children's Baseline,Treasurer/Tax Collector,645313,NA,NA
2017,Delinquent Revenue,Treasurer/Tax Collector,7332351,7791835,-0.0589699345532856
2016,Delinquent Revenue,Treasurer/Tax Collector,7791835,7308708,0.0661029281782772
2015,Delinquent Revenue,Treasurer/Tax Collector,7308708,6360588,0.149061690522952
2014,Delinquent Revenue,Treasurer/Tax Collector,6360588,5463128,0.164275850758027
